id	name	definition	synonyms
DOID:0060814	Wilson-Turner syndrome	A syndromic X-linked intellectual disability characterized by intellectual disability, truncal obesity, gynecomastia, hypogonadism, dysmorphic facial features, and short stature  that has_material_basis_in hemizygous mutation in the LAS1L gene on chromosome Xq12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1746601, url:https\://www.ncbi.nlm.nih.gov/pubmed/25644381]	mental retardation, X-linked, syndromic 6,mental retardation, X-linked, with gynecomastia and obesity,MRXS6,WTS,X-linked intellectual disability-gynecomastia-obesity syndrome
DOID:0060815	Miles-Carpenter syndrome	A syndromic X-linked intellectual disability characterized by severe intellectual deficit, microcephaly, exotropia, distal muscle wasting and low digital arches that has_material_basis_in variation in chromosomal region Xq13-q22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/2018061]	MCS,mental retardation, X-linked, syndromic 4,mental retardation, X-linked, with congenital contractures and low fingertip arches,MRXS4,X-linked intellectual disability, Miles-Carpenter type
DOID:0060816	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	A syndromic X-linked intellectual disability characterized by agenesis of the corpus callosum, intellectual disability, ocular coloboma, micrognathia,  sensorineural hearing loss, skeletal anomalies, and short stature that has_material_basis_in mutation in the IGBP1 gene on chromosome Xq13.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/14556245]	corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia,Graham-Cox syndrome,mental retardation, X-linked, syndromic 28,MRXS28
DOID:0060817	syndromic X-linked intellectual disability 34	A syndromic X-linked intellectual disability characterized by delayed psychomotor development, intellectual disability, impaired speech, dysmorphic facial features, and mild structural brain abnormalities, including thickening of the corpus callosum that has_material_basis_in mutation in the NONO gene on chromosome Xq13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/26571461]	macrocephaly-intellectual disability-left ventricular non compaction syndrome,mental retardation, X-linked, syndromic 34,MRXS34,MRXSML,syndromic X-linked mental retardation Mircsof-Langouet type
DOID:0060818	syndromic X-linked intellectual disability Abidi type	A syndromic X-linked intellectual disability characterized by intellectual disability with variable occurrence of short stature, small head circumference, sloping forehead, hearing loss, abnormally shaped ears, and small testes that has_material_basis_in variation in the chromosomal region Xq13.2. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10398233]	mental retardation, X-linked syndromic, Abidi type,MRXSAB,syndromic X-linked mental retardation Abidi type
DOID:0060819	syndromic X-linked intellectual disability Chudley-Schwartz type	A syndromic X-linked intellectual disability characterized by moderate intellectual disability, seizures, dysmorphic facial features and in some older patients slowly progressive unsteady gait and progressive weakness that has_material_basis_in variation in the chromosomal region Xq21.33-q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10398239]	mental retardation, X-linked, syndromic, Chudley-Schwartz type,MRXSCS,X-linked mental retardation with seizures, hypogammaglobinemia, and gait disturbance
DOID:0060820	syndromic X-linked intellectual disability Nascimento type	A syndromic X-linked intellectual disability characterized by intellectual disability with dysmorphic features, including large head, synophrys, prominent supraorbital ridges, almond-shaped and deep-set eyes, large ears, wide mouth, myxedematous appearance, hirsutism, abnormal hair whorls, micropenis, and onychodystrophy that has_material_basis_in mutation in the UBE2A gene on chromosome Xq24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16909393, url:https\://www.ncbi.nlm.nih.gov/pubmed/20412111]	mental retardation, X-linked syndromic, Nascimento-type,X-linked intellectual disability-nail dystrophy-seizures syndrome
DOID:0060821	syndromic X-linked intellectual disability 14	A syndromic X-linked intellectual disability characterized by mild to severe intellectual disability, autistic features, slender build, poor musculature, long, thin face, high-arched palate, high nasal bridge, and pectus deformities that has_material_basis_in mutation in the UPF3B gene on chromosome Xq24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17704778, url:https\://www.ncbi.nlm.nih.gov/pubmed/22957832]	mental retardation, X-linked, syndromic 14
DOID:0060822	syndromic X-linked intellectual disability Cabezas type	A syndromic X-linked intellectual disability characterized by intellectual deficit, muscle wasting, short stature, hypogonadism, and  bnormal gait, with variable occurrence of prominent lower lip, kyphosis, joint hyperextensibility, tremor, decreased fine motor coordination and impaired speech that has_material_basis_in  mutation in the CUL4B gene on chromosome Xq23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10978355, url:https\://www.ncbi.nlm.nih.gov/pubmed/17236139]	Cabezas syndrome; syndromic X-linked mental retardation 15,mental retardation, X-linked, syndromic 15,mental retardation, X-linked, syndromic 15 (Cabezas type),MRSS,MRXS15,MRXSC,X-linked mental retardation with short stature,X-linked mental retardation with short stature, hypogonadism, and abnormal gait
DOID:0060823	syndromic X-linked intellectual disability 94	A syndromic X-linked intellectual disability characterized by moderate intellectual disability with variable occurrence of asthenic body habitus, dysmorphic features, autistic features, macrocephaly, seizures, myoclonic jerks, and hyporeflexia that has_material_basis_in mutation in the GRIA3 gene on chromosome Xq25. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17989220, url:https\://www.ncbi.nlm.nih.gov/pubmed/19449417, url:https\://www.ncbi.nlm.nih.gov/pubmed/24721225]	mental retardation, X-linked 94,MRX94,MRXS29,syndromic X-linked intellectual disability due to GRIA3 anomalies,syndromic X-linked mental retardation 29,syndromic X-linked mental retardation Wu type
DOID:0060824	syndromic X-linked intellectual disability Raymond type	A syndromic X-linked intellectual disability characterized by intellectual disability and marfanoid habitus that has_material_basis_in mutation in the ZDHHC9 gene on chromosome Xq26.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17436253, url:https\://www.ncbi.nlm.nih.gov/pubmed/19377476]	mental retardation, X-linked syndromic, Raymond type,MRXSR,X-linked syndromic intellectual developmental disorder Raymond type
DOID:0060825	Christianson syndrome	A syndromic X-linked intellectual disability characterized by severe developmental delay, intellectual disability, microcephaly, impaired speech, ataxia, hypotonia and early-onset seizures that has_material_basis_in mutation in the SLC9A6 gene on chromosome Xq26. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18342287, url:https\://www.ncbi.nlm.nih.gov/pubmed/20949524, url:https\://www.ncbi.nlm.nih.gov/pubmed/25044251]	mental retardation, microcephaly, epilepsy, and ataxia syndrome,mental retardation, X-linked syndromic, Christianson type,MRXSCH,X-linked Angelman-like syndrome,X-linked intellectual disability, South African type,X-linked intellectual disability-craniofacial dysmorphism-epilepsy-ophthalmoplegia-cerebellar atrophy syndrome
DOID:0060826	syndromic X-linked intellectual disability Shashi type	A syndromic X-linked intellectual disability characterized by moderate intellectual deficit, obesity, macroorchidism and a characteristic facies that has_material_basis_in mutation in the RBMX gene on chromosome Xq26. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10677307, url:https\://www.ncbi.nlm.nih.gov/pubmed/25256757]	mental retardation, X-linked, syndromic 11, Shashi type,MRXS11,Shashi X-linked mental retardation syndrome,SMRXS,syndromic X-linked intellectual disability type 11,X-linked mental retardation Shashi type
DOID:0060827	X-linked intellectual disability-psychosis-macroorchidism syndrome	A syndromic X-linked intellectual disability characterized by moderate intellectual deficit, manic-depressive psychosis, pyramidal signs and macroorchidism that has_material_basis_in mutation in the MECP2 gene on chromosome Xq28. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10986043, url:https\://www.ncbi.nlm.nih.gov/pubmed/8651288]	Lindsay-Burn syndrome,mental retardation with psychosis, pyramidal signs, and macroorchidism,mental retardation, X-linked, syndromic 13,MRXS13,PPM-X,X-linked mental retardation 79,X-linked mental retardation with spasticity
DOID:0060828	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	A syndromic X-linked intellectual disability characterized by intellectual disability, delayed psychomotor development, seizures, large joint contractures, cardiac abnormalities, and abnormal positioning of the thumbs that has_material_basis_in mutation in the CLIC2 gene on chromosome Xq28. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22814392]	mental retardation, X-linked, syndromic 32,MRXS32
DOID:0060829	obsolete Brooks-Wisniewski-Brown syndrome	A syndromic X-linked intellectual disability characterized by intellectual disability, distinct facial appearance and growth retardation that has_material_basis_in variation on the X chromosome. [url:https\://www.ncbi.nlm.nih.gov/pubmed/7943044]	
DOID:0060830	deafness-intellectual disability, Martin-Probst type syndrome	A syndromic X-linked intellectual disability characterized by severe bilateral deafness, intellectual disability, umbilical hernia and abnormal dermatoglyphics that has_material_basis_in variation on the X chromosome. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11073537]	Martin-Probst syndrome,mental retardation, X-linked, syndromic, Martin-Probst type
DOID:0060831	Griscelli syndrome	An integumentary system disease characterized by silvery gray sheen of the hair and hypopigmentation of the skin. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12452176, url:https\://www.ncbi.nlm.nih.gov/pubmed/707528]	Chediak-Higashi-like syndrome,Griscelli-Prunieras syndrome,partial albinism-immunodeficiency syndrome
DOID:0060832	Griscelli syndrome type 1	A Griscelli syndrome characterized by silvery gray sheen of the hair, hypopigmentation of the skin and neurological impairment without immunodeficiency that has_material_basis_in mutations in the MYO5A gene on chromosome 15q21.2. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12452176, url:https\://www.ncbi.nlm.nih.gov/pubmed/9207796]	Griscelli syndrome with neurological impairment,Griscelli syndrome, cutaneous and neurological type,Griscelli-Prunieras syndrome type 1,GS1,hypopigmentation-neurologic impairment syndrome
DOID:0060833	Griscelli syndrome type 2	A Griscelli syndrome characterized by silvery gray sheen of the hair, hypopigmentation of the skin and immunodeficiency with or without neurologic impairment that has_material_basis_in mutation in the RAB27A gene on chromosome 15q21.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12452176, url:https\://www.ncbi.nlm.nih.gov/pubmed/707528]	Griscelli syndrome with hemophagocytic syndrome,Griscelli-Prunieras syndrome type 2,GS2,hypopigmentation-immunodeficiency with or without neurologic impairment syndrome,PAID syndrome,partial albinism and immunodeficiency syndrome
DOID:0060834	Griscelli syndrome type 3	A Griscelli syndrome characterized by isolated silvery gray sheen of the hair and hypopigmentation of the skin that has_material_basis_in mutation in the MLPH or MYO5A genes. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12148598, url:https\://www.ncbi.nlm.nih.gov/pubmed/12897212]	Griscelli-Prunieras syndrome type 3,GS3
DOID:0060835	isolated microphthalmia 6	An isolated microphthalmia characterized by autosomal recessive inheritance reduction in eye size that is restricted to the posterior segment of the eye, extreme hyperopia, and short axial length that has_material_basis_in homozygous or compound heterozygous mutation in the PRSS56 gene on chromosome 2q37. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15823920, url:https\://www.ncbi.nlm.nih.gov/pubmed/21397065]	MCOP6,posterior nonsyndromic microphthalmia
DOID:0060836	isolated microphthalmia 4	An isolated microphthalmia that has_material_basis_in mutation in the GDF6 gene on chromosome 8q22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19129173]	MCOP4
DOID:0060837	isolated microphthalmia 5	An isolated microphthalmia characterized by autosomal recessive inheritance of posterior microphthalmia, hypermetropia, night blindness, decreased visual acuity, reduced macular reflex, scleral thickening, impared rod and cone responses on ERG, foveoschisis and in some patients retinal pigment epithelium atrophy, arteriolar attenuation, angle-closure glaucoma and optic disc drusen that has_material_basis_in homozygous or compound heterozygous mutation in the MFRP gene on chromosome 11q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17167404, url:https\://www.ncbi.nlm.nih.gov/pubmed/18554571, url:https\://www.ncbi.nlm.nih.gov/pubmed/19753314]	MCOP5,microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,posterior microphthalmia with retinitis pigmentosa, foveoschisis and optic disc drusen
DOID:0060838	isolated microphthalmia 7	An isolated microphthalmia characterized by unilateral microphthalmia that has_material_basis_in caused by mutation in the GDF3 gene on chromosome 12p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19864492]	MCOP7
DOID:0060839	isolated microphthalmia 2	An isolated microphthalmia characterized by autosomal recessive inheritance of bilateral profound microphthalmia without associated anomalies and with normal intelligence that has_material_basis_in homozygous mutation in the CHX10 gene on chromosome 14q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15257456, url:https\://www.ncbi.nlm.nih.gov/pubmed/3378363]	MCOP2
DOID:0060840	isolated microphthalmia 1	An isolated microphthalmia that has_material_basis_in variation in the chromosomal region 14q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9545413]	MCOP1
DOID:0060841	isolated microphthalmia 8	An isolated microphthalmia characterized by bilateral severe microphthalmia autosomal recessive inheritance of that has_material_basis_in homozygous mutation in the ALDH1A3 gene on chromosome 15q26. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23312594, url:https\://www.ncbi.nlm.nih.gov/pubmed/23591992]	MCOP8
DOID:0060842	isolated microphthalmia 3	An isolated microphthalmia characterized by clinical anophthalmia and/or microphthalmia that has_material_basis_in compound heterozygous mutation in the RAX gene on chromosome 18q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/14662654, url:https\://www.ncbi.nlm.nih.gov/pubmed/18783408]	MCOP3
DOID:0060843	hereditary neuropathy with liability to pressure palsies	A neuropathy characterized by autosomal dominant inheritance of peroneal muscle weakness, peripheral neuropathy, hyporeflexia, tomacula, segmental demyelination/remyelination, decreased motor nerve conduction that has_material_basis_in deletion or point mutation of the PMP22 gene on chromosome 17p12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12682341, url:https\://www.ncbi.nlm.nih.gov/pubmed/2540008, url:https\://www.ncbi.nlm.nih.gov/pubmed/8422677]	current pressure-sensitive neuropathy,familial recurrent polyneuropathy,heterozygous microdeletion 17p11.2p12,HNPP,potato-grubbing palsy,tomaculous neuropathy,tulip-bulb digger's palsy
DOID:0060844	Norrie disease	A syndrome characterized by degenerative and proliferative changes of the neuroretina resulting in congenital blindness along with progressive mental disorders in about 50% of patients and sensorineural deafness in about 33% of patients, and that has_material_basis_in mutation in the NDP gene on chromosome Xp11. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1303235, url:https\://www.ncbi.nlm.nih.gov/pubmed/13998843, url:https\://www.ncbi.nlm.nih.gov/pubmed/7627181]	atrophia bulborum hereditaria,Episkopi blindness,Norrie-Warburg disease
DOID:0060847	Leri-Weill dyschondrosteosis	An osteochondrodysplasia characterized by abnormal shortening of the forearms and lower legs, abnormal misalignment of the wrist (Madelung deformity of the wrist), and associated short stature and has_material_basis_in heterozygous defects in the pseudoautosomal genes SHOX or SHOXY or by deletion of the SHOX downstream regulatory domain. [url:https\://rarediseases.org/rare-diseases/leri-weilldyschondrosteosis/, url:https\://www.ncbi.nlm.nih.gov/pubmed/10713888, url:https\://www.ncbi.nlm.nih.gov/pubmed/21712857, url:https\://www.ncbi.nlm.nih.gov/pubmed/9590292]	
DOID:0060848	developmental and epileptic encephalopathy 9	A developmental and epileptic encephalopathy characterized by seizure onset in infancy and mild to severe intellectual impairment in females that has_material_basis_in heterozygous mutation in the gene encoding protocadherin-19 (PCDH19) on chromosome Xq22. [url:https\://pubmed.ncbi.nlm.nih.gov/20830798/, url:https\://www.ncbi.nlm.nih.gov/pubmed/18469813, url:https\://www.ncbi.nlm.nih.gov/pubmed/19752159]	DEE9,early infantile epileptic encephalopathy 9,early infantile female-limited epilecptic encephalopathy,EFMR,EIEE9,female restricted epilepsy with mental retardation,Juberg Hellman syndrome
DOID:0060849	osteoporosis-pseudoglioma syndrome	A syndrome characterized by congenital or infancy-onset blindness, very low bone mass, decreased trabecular bone volume, severe juvenile-onset osteoporosis and spontaneous fractures, pseudoglioma, microphthalmia  that has_material_basis_in homozygous or compound heterozygous mutation in the LRP5 gene on chromosome 11q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11719191, url:https\://www.ncbi.nlm.nih.gov/pubmed/20034086, url:https\://www.ncbi.nlm.nih.gov/pubmed/3955877]	ocular form of osteogenesis imperfecta,OPPG
DOID:0060850	annular pancreas	A pancreas disease characterized by autosomal dominant inheritance of the annular pancreas (head of the pancreas forming a ring around the second portion of the duodenum) and duodenal stenosis. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1860255, url:https\://www.ncbi.nlm.nih.gov/pubmed/677171]	
DOID:0060851	pemphigus vulgaris	A pemphigus characterized by autosomal dominant blisters and erosions on the skin and mucous membranes erosions cause by autoantibodies to intercellular cement substance. [url:https\://www.ncbi.nlm.nih.gov/pubmed/2217197, url:https\://www.ncbi.nlm.nih.gov/pubmed/4577497]	familial pemphigus vulgaris
DOID:0060852	Pierson syndrome	A syndrome characterized by nephrotic syndrome with diffuse mesangial sclerosis, proteinuria, microcoria, absence of the pupillary dilator muscle in the iris, ciliary muscle atrophy, and abnormal eye development with lens-shape, retinal and corneal anomalies that has_material_basis_in homozygous or compound heterozygous mutation in the LAMB2 on chromosome 3p21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15367484, url:https\://www.ncbi.nlm.nih.gov/pubmed/15372515]	microcoria-congenital nephrosis syndrome
DOID:0060853	Potocki-Lupski syndrome	A chromosomal duplication syndrome characterized by hypotonia, failure to thrive, mental retardation, pervasive developmental disorders and congenital anomalies that has_material_basis_in duplication of a region of chromosome 17p11.2. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10615134, url:https\://www.ncbi.nlm.nih.gov/pubmed/20425816]	17p11.2 microduplication syndrome,chromosome 17p11.2 duplication syndrome,trisomy 17p11.2
DOID:0060854	autosomal recessive pseudohypoaldosteronism type 1	A pseudohypoaldosteronism characterized by enal salt wasting and high concentrations of sodium in sweat, stool, and saliva that has_material_basis_in homozygous or compound heterozygous mutation in any one of 3 genes encoding subunits of the epithelial sodium channel (ENaC)	autosomal recessive PHA 1,PHA1B
DOID:0060855	autosomal dominant pseudohypoaldosteronism type 1	A pseudohypoaldosteronism characterized by Salt wasting resulting from renal unresponsiveness to mineralocorticoids that has_material_basis_in heterozygous mutation in the NR3C2 gene on chromosome 4q31. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9662404]	autosomal dominant PHA 1,PHA1A
DOID:0060856	right atrial isomerism	A visceral heterotaxy that is characterized by complete atrioventricular septal defect with a common atrium and univentricular AV connection, total anomalous pulmonary drainage, and transposition or malposition of the great arteries and that has_material_basis_in homozygous mutation in the GDF1 gene on chromosome 19p12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/14648004, url:https\://www.ncbi.nlm.nih.gov/pubmed/20413652]	asplenia with cardiovascular anomalies,Ivemark syndrome
DOID:0060857	septooptic dysplasia	A syndrome characterized by the classical triad of optic nerve hypoplasia, pituitary gland hypoplasia and midline brain defects that has_material_basis_in mutation in the HESX1 gene on chromosome 3p14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8696006, url:https\://www.ncbi.nlm.nih.gov/pubmed/9620767]	De Morsier syndrome,septo-optic dysplasia,SOD
DOID:0060858	hypotonia-cystinuria syndrome	A syndrome that has_material_basis_in homozygous deletion on chromosome 2p21 that disrupts the SLC3A1 and PREPL genes. The deletion ranges in size from 23.8 to 75.5 kb. Itis characterized_by neonatal and infantile hypotonia and failure to thrive, cystinuria type 1 and nephrolithiasis, growth retardation due to growth hormone deficiency, and minor facial dysmorphism. [url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=163690, url:https\://www.ncbi.nlm.nih.gov/pubmed/11524703, url:https\://www.ncbi.nlm.nih.gov/pubmed/16385448, url:https\://www.ncbi.nlm.nih.gov/pubmed/18234729]	cystinuria with mitochondrial disease
DOID:0060859	salmonellosis	A primary bacterial infectious disease caused by the bacteria of the genus Salmonella. It has sypmtoms diarrhea, fever, vomiting, and abdominal cramps 12 to 72 hours after infection. In most cases, the illness lasts four to seven days, and most people recover without treatment. [url:https\://www.cdc.gov/salmonella/general/index.html, url:https\://www.foodsafety.gov/poisoning/causes/bacteriaviruses/salmonella]	Salmonella infection
DOID:0060861	microphthalmia with limb anomalies	A syndrome that is characterized by autosomal recessive inheritance of bilateral or unilateral clinical anophthalmia or microphthalmia and synostosis, syndactyly, oligodactyly and/or polydactyly that has material_basis_in homozygous mutation in the SMOC1 gene on chromosome 14q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21194678, url:https\://www.ncbi.nlm.nih.gov/pubmed/6846395]	anophthalmia-syndactyly syndrome,MLA,OAS,ophthalmoacromelic syndrome,Waardenburg anophthalmia syndrome
DOID:0060862	mal de Meleda	A palmoplantar keratosis characterized by autosomal recessive inheritance of symmetric palmoplantar hyperkeratosis that progressively extends to the dorsal surfaces of hands and feet and ichthyotic changes elsewhere that has material_basis_in  homozygous mutation in the SLURP1 gene on chromosome 8q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11285253, url:https\://www.ncbi.nlm.nih.gov/pubmed/9887370]	keratosis palmoplantaris transgrediens of Siemens,Meleda disease,transgrediens palmoplantar keratoderma of Siemens
DOID:0060863	patterned macular dystrophy	A macular degeneration characterized by abnormal accumulation of lipofuscin in the retinal pigment epithelium in a distinct pattern, patterns include; reticular ('fishnet-like'), macroreticular ('spider-shaped'), and butterfly-shaped. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22466463]	patterned dystrophy of retinal pigment epithelium
DOID:0060864	patterned macular dystrophy 2	A patterned macular dystrophy characterized by bilateral accumulation of pigmented or yellowish material at the level of the retinal pigment epithelium in lesions that resemble the wings of a butterfly that has material_basis_in heterozygous mutation in the CTNNA1 gene on chromosome 5q31. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12724643, url:https\://www.ncbi.nlm.nih.gov/pubmed/26691986]	butterfly-shaped pigmentary maculary dystrophy 2,MDPT2
DOID:0060865	patterned macular dystrophy 3	A patterned macular dystrophy characterized by a 'dry desert land' pattern of the fundus, involving the posterior pole initially and progressing from the temporal fovea to the periphery of the retina developing in the fourth or fifth decade of life that has material_basis_in heterozygous mutation in the MAPKAPK3 gene on chromosome 3p21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/26744326]	Martinique crinkled retinal pigment epitheliopathy,MDPT3
DOID:0060866	patterned macular dystrophy 1	A patterned macular dystrophy characterized by bilateral accumulation of pigmented or yellowish material at the level of the retinal pigment epithelium in lesions that resemble the wings of a butterfly that has material_basis_in heterozygous mutation in the PRPH2 gene on chromosome 6p21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8251014]	butterfly-shaped pigmentary maculary dystrophy 1,MDPT1
DOID:0060867	macrocephaly-autism syndrome	A syndrome characterized by macrocephaly, facial phenotypes including square outline with frontal bossing, 'dished-out' midface, biparietal narrowing, and long philtrum, developmental delay and autism that has material_basis_in heterozygous mutation in the PTEN gene on chromosome 10q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15805158, url:https\://www.ncbi.nlm.nih.gov/pubmed/1719811]	macrocephaly-intellectual disability-autism syndrome
DOID:0060868	leukoencephalopathy with vanishing white matter	A leukodystrophy characterized by variable neurologic features resulting from deficiency in astrocyte maturation, including progressive cerebellar ataxia, spasticity, and cognitive impairment associated with white matter lesions on brain imaging with onset from early infancy to adulthood that has material_basis_in homozygous or compound heterozygous mutation in any of the 5 genes encoding subunits of the translation initiation factor EIF2B	CACH,childhood ataxia with central nervous system hypomyelination,Cree leukoencephalopathy,vanishing white matter leukodystrophy
DOID:0060869	late-onset retinal degeneration	A retinal degeneration characterized by autosomal dominant inheritance of night blindness and drusen deposits, progressing to severe central and peripheral degeneration, with choroidal neovascularization and chorioretinal atrophy with onset in the fifth to sixth decade of life that has material_basis_in heterozygous mutation in the C1QTNF5 gene on chromosome 11q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12944416]	autosomal dominant late-onset retinal degeneration,LORD
DOID:0060870	isolated growth hormone deficiency	A hypopituitarism characterized by abnormally low levels, absence or impaired function of growth hormone in the absence of abnormalities in other pituitary hormones. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8288694]	congenital IGHD,congenital isolated GH deficiency,congenital isolated growth hormone deficiency,familial isolated growth hormone deficiency,IGHD,non-acquired isolated growth hormone deficiency
DOID:0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome	A syndrome characterized by congenital deafness, keratopachydermia and constrictions of fingers and toes that has material_basis_in heterozygous mutation in the GJB2 gene on chromosome 13q. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11912510, url:https\://www.ncbi.nlm.nih.gov/pubmed/11918723, url:https\://www.ncbi.nlm.nih.gov/pubmed/3579358]	autosomal dominant KID syndrome
DOID:0060872	isolated growth hormone deficiency type II	An isolated growth hormone deficiency characterized by autosomal dominant inheritance of low but detectable levels of GH1 resulting in variable degrees of dwarfism which are responsive to growth hormone therapy that has material_basis_in dominant negative mutations in the GH1 gene on chromosome 17q23.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15671105, url:https\://www.ncbi.nlm.nih.gov/pubmed/8288694]	autosomal dominant isolated growth hormone deficiency,autosomal dominant pituitary dwarfism due to isolated growth hormone deficiency,congenital IGHD type II,congenital isolated GH deficiency type II,congenital isolated growth hormone deficiency type II,IGHD II
DOID:0060873	isolated growth hormone deficiency type IA	An isolated growth hormone deficiency characterized by autosomal recessive inheritance of severe dwarfism with onset by 6 months of age and variable development of antibodies to growth hormone following exogenous supplementation that has material_basis_in null mutations in the GH1 gene on chromosome 17q23.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16060904, url:https\://www.ncbi.nlm.nih.gov/pubmed/8288694]	autosomal recessive isolated growth hormone deficiency,IGHD IA,Illig-type growth hormone deficiency,pituitary dwarfism I,primordial dwarfism,sexual ateleiotic dwarfism
DOID:0060874	isolated growth hormone deficiency type IB	An isolated growth hormone deficiency characterized by autosomal recessive inheritance of low but detectable levels of GH, short stature, significantly retarded bone age, and a positive response and immunologic tolerance to growth hormone therapy that has material_basis_in mutation in the GH1 or GHRHR genes on chromosomes 17q23.3 and 7p14.3, respectively. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10678654, url:https\://www.ncbi.nlm.nih.gov/pubmed/8288694, url:https\://www.ncbi.nlm.nih.gov/pubmed/8528260]	congenital IGHD type IB,congenital isolated GH deficiency type IB,congenital isolated growth hormone deficiency type IB,dwarfism of Sindh,IGHD IB
DOID:0060875	isolated growth hormone deficiency type III	An isolated growth hormone deficiency characterized by dwarfism, variable occurence of hypogammaglobulinemia, and a generally good response to growth hormone therapy that has material_basis_in mutation in the BTK gene on chromosome Xq22.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8013627, url:https\://www.ncbi.nlm.nih.gov/pubmed/8288694]	congenital IGHD type III,congenital isolated GH deficiency type III,congenital isolated growth hormone deficiency type III,Fleisher syndrome,growth hormone deficiency with hypogammaglobulinemia,IGHD III,X-linked agammaglobulinemia and isolated growth hormone deficiency,X-linked hypogammaglobulinemia and isolated growth hormone deficiency,X-linked IGHD,X-linked isolated growth hormone deficiency
DOID:0060877	bullous congenital ichthyosiform erythroderma	An ichthyosis characterized by congenital erythema and widespread skin blistering, blisters develop into gray hyperkeratoses with a lichenified appearance, and that has_material_basis_in heterozygous mutation in the KRT2 gene on chromosome 12q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/4247927, url:https\://www.ncbi.nlm.nih.gov/pubmed/7524919]	bullous type ichthyosis,ichthyosis bullosa of Siemens,superficial epidermolytic ichthyosis
DOID:0060878	hypoparathyroidism-deafness-renal disease syndrome	A chromosomal deletion syndrome that is characterized by autosomal dominant inheritance of hypoparathyroidism, sensorineural deafness and progressive renal failure and that has_material_basis_in chromosome deletion that results in haploinsufficiency of the GATA3 gene on chromosome 10p14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10935639, url:https\://www.ncbi.nlm.nih.gov/pubmed/874665]	Barakat syndrome,HDR syndrome,hypoparathyroidism, sensorineural deafness, and renal disease
DOID:0060879	primary hypomagnesemia	A metal metabolism disorder characterized by very low serum magnesium levels often with secondary hypocalcemia with onset typically in the first months of life. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18818955]	HOMG,primary familial hypomagnesemia
