HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:9832	RAG2	recombination activating 2		
HGNC:9834	RAI1	retinoic acid induced 1	DKFZP434A139, SMS, KIAA1820, MGC12824	
HGNC:40496	RAI1-AS1	RAI1 antisense RNA 1		
HGNC:9835	RAI2	retinoic acid induced 2		
HGNC:14873	RAI14	retinoic acid induced 14	NORPEG, KIAA1334, RAI13, DKFZp564G013	novel retinal pigment epithelial
HGNC:55983	RAI14-DT	RAI14 divergent transcript		
HGNC:9839	RALA	RAS like proto-oncogene A		RAS-like protein A, Ras-related protein Ral-A, Ras family small GTP binding protein RALA, ras related GTP binding protein A
HGNC:9840	RALB	RAS like proto-oncogene B		ras related GTP binding protein B
HGNC:9841	RALBP1	ralA binding protein 1	RLIP76, RIP1, RIP	
HGNC:54696	RALBP1P1	RALBP1 pseudogene 1		
HGNC:54697	RALBP1P2	RALBP1 pseudogene 2		
HGNC:17770	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	GRIPE, DKFZp667F074, KIAA0884, Tulip1, RalGAPalpha1	tuberin-like protein 1, GAP-related interacting protein to E12
HGNC:23203	RALGAPA1P1	RALGAPA1 pseudogene 1	DKFZp566D133	GTPase activating RANGAP domain-like 2
HGNC:16207	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2	dJ1049G11.4, AS250, KIAA1272, RapGAPalpha2	
HGNC:29221	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta	DKFZp781M2411, RalGAPbeta	
HGNC:9842	RALGDS	ral guanine nucleotide dissociation stimulator	RGF, RalGEF, RGDS	
HGNC:16851	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	RALGPS1A, RALGEF2, KIAA0351	
HGNC:30279	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	KIAA0351, FLJ10244, FLJ25604	
HGNC:55163	RALGPS2-AS1	RALGPS2 antisense RNA 1		
HGNC:15921	RALY	RALY heterogeneous nuclear ribonucleoprotein	P542, HNRPCL2	
HGNC:50743	RALY-AS1	RALY antisense RNA 1		
HGNC:27036	RALYL	RALY RNA binding protein like	HNRPCL3	
HGNC:31022	RAMAC	RNA guanine-7 methyltransferase activating subunit	HsT19360, C15orf18, MGC2560, RAM	RNMT-activating mini protein
HGNC:21234	RAMACL	RNA guanine-7 methyltransferase activating subunit like (pseudogene)	dJ427A4.2	
HGNC:9843	RAMP1	receptor activity modifying protein 1		
HGNC:9844	RAMP2	receptor activity modifying protein 2		
HGNC:44358	RAMP2-AS1	RAMP2 antisense RNA 1		
HGNC:9845	RAMP3	receptor activity modifying protein 3		
HGNC:9846	RAN	RAN, member RAS oncogene family	ARA24, TC4, Gsp1	
HGNC:9847	RANBP1	RAN binding protein 1	HTF9A	
HGNC:54908	RANBP1P1	RANBP1 pseudogene 1		
HGNC:9848	RANBP2	RAN binding protein 2	NUP358, ADANE	nucleoporin 358
HGNC:9850	RANBP3	RAN binding protein 3		
HGNC:55312	RANBP3-DT	RANBP3 divergent transcript		
HGNC:26353	RANBP3L	RAN binding protein 3 like	FLJ25422	
HGNC:9851	RANBP6	RAN binding protein 6		
HGNC:13727	RANBP9	RAN binding protein 9	RanBPM	Ran Binding Protein in the Microtubule organizing center
HGNC:29285	RANBP10	RAN binding protein 10	KIAA1464	
HGNC:14428	RANBP17	RAN binding protein 17		
HGNC:19734	RANBP20P	RAN binding protein 20 pseudogene		
HGNC:9854	RANGAP1	Ran GTPase activating protein 1	Fug1, KIAA1835	
HGNC:17679	RANGRF	RAN guanine nucleotide release factor	MOG1, HSPC165, HSPC236, RANGNRF	MOG1 homolog (S. cerevisiae)
HGNC:21631	RANP1	RAN pseudogene 1	Em:AB014080.2	
HGNC:39857	RANP2	RAN pseudogene 2		
HGNC:39858	RANP3	RAN pseudogene 3		
HGNC:39859	RANP4	RAN pseudogene 4		
HGNC:39860	RANP5	RAN pseudogene 5		
HGNC:39861	RANP6	RAN pseudogene 6		
HGNC:39862	RANP7	RAN pseudogene 7		
HGNC:39863	RANP8	RAN pseudogene 8		
HGNC:39864	RANP9	RAN pseudogene 9		
HGNC:9855	RAP1A	RAP1A, member of RAS oncogene family	KREV-1, SMGP21	
HGNC:9856	RAP1AP	RAP1A, member of RAS oncogene family pseudogene	KREV1P, SMGP21A	
HGNC:9857	RAP1B	RAP1B, member of RAS oncogene family	K-REV, RAL1B, DKFZp586H0723	
HGNC:55079	RAP1BL	RAP1B like (pseudogene)	hRap1B-retro	
HGNC:49780	RAP1BP1	RAP1B pseudogene 1		
HGNC:49781	RAP1BP2	RAP1B pseudogene 2		
HGNC:49782	RAP1BP3	RAP1B pseudogene 3		
HGNC:9858	RAP1GAP	RAP1 GTPase activating protein	KIAA0474, RAP1GAP1, RAP1GAPII	
HGNC:29176	RAP1GAP2	RAP1 GTPase activating protein 2	KIAA1039	
HGNC:9859	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	SmgGDS	
HGNC:9861	RAP2A	RAP2A, member of RAS oncogene family	K-REV	
HGNC:9862	RAP2B	RAP2B, member of RAS oncogene family		Ras-related protein RAP-2B, small GTP binding protein, Ras family small GTP binding protein RAP2B
HGNC:21165	RAP2C	RAP2C, member of RAS oncogene family	DKFZp313B211	
HGNC:40957	RAP2C-AS1	RAP2C antisense RNA 1		
HGNC:49146	RAP2CP1	RAP2C pseudogene 1		
HGNC:4568	RAPGEF1	Rap guanine nucleotide exchange factor 1	C3G	
HGNC:16854	RAPGEF2	Rap guanine nucleotide exchange factor 2	PDZ-GEF1, RA-GEF, DKFZP586O1422, KIAA0313	Rap GEP
HGNC:16629	RAPGEF3	Rap guanine nucleotide exchange factor 3	cAMP-GEFI, EPAC, bcm910	exchange protein directly activated by cAMP 1
HGNC:16626	RAPGEF4	Rap guanine nucleotide exchange factor 4	cAMP-GEFII, CGEF2	cAMP-regulated guanine nucleotide exchange factor II,  exchange protein directly activated by cAMP 2
HGNC:28081	RAPGEF4-AS1	RAPGEF4 antisense RNA 1		
HGNC:16862	RAPGEF5	Rap guanine nucleotide exchange factor 5	KIAA0277, GFR, MR-GEF	M-Ras-regulated GEF
HGNC:20655	RAPGEF6	Rap guanine nucleotide exchange factor 6	RA-GEF-2, PDZ-GEF2	
HGNC:17428	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	Link-GEFII	Link guanine nucleotide exchange factor II
HGNC:14436	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	KIAA1681	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 18
HGNC:9863	RAPSN	receptor associated protein of the synapse	RNF205, CMS1D, CMS1E	rapsyn
HGNC:9864	RARA	retinoic acid receptor alpha	RAR, NR1B1, RARalpha, RAR-alpha	
HGNC:49577	RARA-AS1	RARA antisense RNA 1		
HGNC:9865	RARB	retinoic acid receptor beta	HAP, NR1B2, RRB2, RARbeta, RAR-beta	
HGNC:54077	RARB-AS1	RARB antisense RNA 1		
HGNC:9866	RARG	retinoic acid receptor gamma	RARC, NR1B3, RARgamma, RAR-gamma	
HGNC:9867	RARRES1	retinoic acid receptor responder 1	TIG1, LXNL	latexin-like
HGNC:9868	RARRES2	retinoic acid receptor responder 2	TIG2, HP10433	chemerin
HGNC:48700	RARRES2P1	retinoic acid receptor responder 2 pseudogene 1		
HGNC:48701	RARRES2P2	retinoic acid receptor responder 2 pseudogene 2		
HGNC:48702	RARRES2P3	retinoic acid receptor responder 2 pseudogene 3		
HGNC:48703	RARRES2P4	retinoic acid receptor responder 2 pseudogene 4		
HGNC:48704	RARRES2P5	retinoic acid receptor responder 2 pseudogene 5		
HGNC:48705	RARRES2P6	retinoic acid receptor responder 2 pseudogene 6		
HGNC:48709	RARRES2P7	retinoic acid receptor responder 2 pseudogene 7		
HGNC:48707	RARRES2P8	retinoic acid receptor responder 2 pseudogene 8		
HGNC:48708	RARRES2P9	retinoic acid receptor responder 2 pseudogene 9		
HGNC:51742	RARRES2P10	retinoic acid receptor responder 2 pseudogene 10		
HGNC:51743	RARRES2P11	retinoic acid receptor responder 2 pseudogene 11		
HGNC:9870	RARS1	arginyl-tRNA synthetase 1	DALRD1	arginine tRNA ligase 1, cytoplasmic
HGNC:49893	RARS1P1	arginyl-tRNA synthetase 1 pseudogene 1		
HGNC:21406	RARS2	arginyl-tRNA synthetase 2, mitochondrial	MGC14993, MGC23778, PRO1992, dJ382I10.6, DALRD2	arginine tRNA ligase 2, mitochondrial (putative)
HGNC:9871	RASA1	RAS p21 protein activator 1	GAP, CM-AVM, p120GAP, p120RASGAP, p120	capillary malformation-arteriovenous malformation, p120 RAS GTPase activating protein, Ras GTPase-activating protein 1
HGNC:9872	RASA2	RAS p21 protein activator 2	GAP1M	Ras GTPase-activating protein 2
HGNC:41376	RASA2-IT1	RASA2 intronic transcript 1		
HGNC:20331	RASA3	RAS p21 protein activator 3	GAP1IP4BP, GAPIII	
HGNC:39938	RASA3-IT1	RASA3 intronic transcript 1		
HGNC:23181	RASA4	RAS p21 protein activator 4	KIAA0538, CAPRI, GAPL	
HGNC:35202	RASA4B	RAS p21 protein activator 4B		
HGNC:44185	RASA4CP	RAS p21 protein activator 4C, pseudogene		
HGNC:44226	RASA4DP	RAS p21 protein activator 4D, pseudogene		
HGNC:9873	RASAL1	RAS protein activator like 1	RASAL	
HGNC:9874	RASAL2	RAS protein activator like 2	nGAP	Ras GTPase activating protein-like, Ras protein activator like 1
HGNC:44170	RASAL2-AS1	RASAL2 antisense RNA 1		
HGNC:26129	RASAL3	RAS protein activator like 3	FLJ21438	
HGNC:15828	RASD1	ras related dexamethasone induced 1	DEXRAS1, AGS1	ras-related protein, dexamethasone-induced ras-related protein 1, activator of G protein signaling
HGNC:18229	RASD2	RASD family member 2	TEM2, Rhes, MGC:4834	tumor endothelial marker 2, Ras homolog enriched in striatum
HGNC:26464	RASEF	RAS and EF-hand domain containing	FLJ31614, TSG	
HGNC:24246	RASGEF1A	RasGEF domain family member 1A	CG4853, FLJ37817	
HGNC:24881	RASGEF1B	RasGEF domain family member 1B	GPIG4, FLJ31695	
HGNC:27400	RASGEF1C	RasGEF domain family member 1C	FLJ35841	
HGNC:9875	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	CDC25L, CDC25, GRF55, H-GRF55, GNRP, PP13187	CDC25 like (S. cerevisiae)
HGNC:9876	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	GRF2, Ras-GRF2	
HGNC:40499	RASGRF2-AS1	RASGRF2 antisense RNA 1	CTC-459I6.1	
HGNC:9878	RASGRP1	RAS guanyl releasing protein 1	CalDAG-GEFII, RASGRP	calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II
HGNC:9879	RASGRP2	RAS guanyl releasing protein 2	CALDAG-GEFI	calcium- and diacylglycerol-regulated guanine nucleotide exchange factor I
HGNC:14545	RASGRP3	RAS guanyl releasing protein 3	KIAA0846, GRP3, CalDAG-GEFIII	calcium- and diacylglycerol-regulated guanine nucleotide exchange factor III
HGNC:40689	RASGRP3-AS1	RASGRP3 antisense RNA 1		
HGNC:18958	RASGRP4	RAS guanyl releasing protein 4		
HGNC:24716	RASIP1	Ras interacting protein 1	FLJ20401, RAIN	
HGNC:16954	RASL10A	RAS like family 10 member A	RRP22	
HGNC:30295	RASL10B	RAS like family 10 member B	VTS58635, RRP17	
HGNC:23802	RASL11A	RAS like family 11 member A		
HGNC:23804	RASL11B	RAS like family 11 member B		
HGNC:30289	RASL12	RAS like family 12	RIS	Ras family member Ris
HGNC:9882	RASSF1	Ras association domain family member 1	NORE2A, REH3P21, RDA32, 123F2	
HGNC:49091	RASSF1-AS1	RASSF1 antisense RNA 1	ANRASSF1	
HGNC:9883	RASSF2	Ras association domain family member 2	KIAA0168, CENP-34	centromere protein 34
HGNC:14271	RASSF3	Ras association domain family member 3		
HGNC:55489	RASSF3-DT	RASSF3 divergent transcript		
HGNC:20793	RASSF4	Ras association domain family member 4	AD037, MGC44914	
HGNC:17609	RASSF5	Ras association domain family member 5	Maxp1, NORE1, RAPL	novel Ras effector 1, regulator for cell adhesion and polarization enriched in lymphoid tissues
HGNC:20796	RASSF6	Ras association domain family member 6		
HGNC:1166	RASSF7	Ras association domain family member 7	HRC1, HRAS1, FAP88, CFAP88	
HGNC:13232	RASSF8	Ras association domain family member 8	HoJ-1	
HGNC:48637	RASSF8-AS1	RASSF8 antisense RNA 1		
HGNC:15739	RASSF9	Ras association domain family member 9	P-CIP1	
HGNC:33984	RASSF10	Ras association domain family member 10		peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor-like
HGNC:54255	RASSF10-DT	RASSF10 divergent transcript		
HGNC:30296	RAVER1	ribonucleoprotein, PTB binding 1	KIAA1978	
HGNC:25577	RAVER2	ribonucleoprotein, PTB binding 2	KIAA1579, FLJ10770	
HGNC:18662	RAX	retina and anterior neural fold homeobox	RX	
HGNC:18286	RAX2	retina and anterior neural fold homeobox 2	MGC15631, ARMD6, CORD11	
HGNC:9884	RB1	RB transcriptional corepressor 1	RB, PPP1R130	prepro-retinoblastoma-associated protein, protein phosphatase 1, regulatory subunit 130
HGNC:42778	RB1-DT	RB1 divergent transcript	ncRNA-RB1	
HGNC:15574	RB1CC1	RB1 inducible coiled-coil 1	KIAA0203, Cc1, DRAGOU14, FIP200, ATG17, PPP1R131	200 kDa FAK family kinase-interacting protein, phosphatase 1, regulatory subunit 131
HGNC:17680	RBAK	RB associated KRAB zinc finger	ZNF769	
HGNC:42971	RBAK-RBAKDN	RBAK-RBAKDN readthrough		
HGNC:33770	RBAKDN	RBAK downstream neighbor		
HGNC:9887	RBBP4	RB binding protein 4, chromatin remodeling factor	RbAp48, NURF55, lin-53	
HGNC:42368	RBBP4P1	RBBP4 pseudogene 1		
HGNC:42369	RBBP4P2	RBBP4 pseudogene 2		
HGNC:42370	RBBP4P3	RBBP4 pseudogene 3		
HGNC:42371	RBBP4P4	RBBP4 pseudogene 4		
HGNC:42372	RBBP4P5	RBBP4 pseudogene 5		
HGNC:42373	RBBP4P6	RBBP4 pseudogene 6		
HGNC:9888	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	RBQ3, SWD1	SWD1, Set1c WD40 repeat protein, homolog (S. cerevisiae)
HGNC:9889	RBBP6	RB binding protein 6, ubiquitin ligase	P2P-R, PACT, SNAMA	proliferation potential-related protein
HGNC:45108	RBBP6P1	RBBP6 pseudogene 1		
HGNC:9890	RBBP7	RB binding protein 7, chromatin remodeling factor	RbAp46	G1/S transition control protein-binding protein RbAp46, retinoblastoma-binding protein 7, retinoblastoma-binding protein RbAp46, histone acetyltransferase type B subunit 2, retinoblastoma-binding protein p46
HGNC:9891	RBBP8	RB binding protein 8, endonuclease	CtIP, RIM, COM1	CTBP-interacting protein
HGNC:16144	RBBP8NL	RBBP8 N-terminal like	dJ908M14.3	hypothetical protein LOC140893
HGNC:39583	RBBP8P1	RBBP8 pseudogene 1		
HGNC:39584	RBBP8P2	RBBP8 pseudogene 2		
HGNC:9892	RBBP9	RB binding protein 9, serine hydrolase	Bog	
HGNC:15864	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	RBCK2, XAP4, RNF54, ZRANB4, UBCE7IP3, HOIL1	heme-oxidized IRP2 ubiquitin ligase 1
HGNC:26120	RBFA	ribosome binding factor A	FLJ21172, HsT169	
HGNC:48591	RBFADN	RBFA downstream neighbor		
HGNC:18222	RBFOX1	RNA binding fox-1 homolog 1	A2BP1, FOX-1, HRNBP1	ataxin 2-binding protein 1, hexaribonucleotide binding protein 1
HGNC:9906	RBFOX2	RNA binding fox-1 homolog 2	HNRBP2, FOX-2, HRNBP2	hexaribonucleotide binding protein 2
HGNC:27097	RBFOX3	RNA binding fox-1 homolog 3	FOX-3, NeuN, HRNBP3	neuronal nuclei, hexaribonucleotide binding protein 3
HGNC:32235	RBIS	ribosomal biogenesis factor		ribosome biogenesis factor identified in screen
HGNC:51355	RBISP1	RBIS pseudogene 1		
HGNC:51357	RBISP2	RBIS pseudogene 2		
HGNC:30325	RBKS	ribokinase	DKFZp686G13268, RBSK	
HGNC:9893	RBL1	RB transcriptional corepressor like 1	p107, cp107, PRB1	
HGNC:9894	RBL2	RB transcriptional corepressor like 2	Rb2, p130	
HGNC:9900	RBM3	RNA binding motif protein 3	IS1-RNPL	
HGNC:9901	RBM4	RNA binding motif protein 4	LARK, RBM4A, ZCRB3A, ZCCHC21	
HGNC:28842	RBM4B	RNA binding motif protein 4B	MGC10871, ZCCHC15, RBM4L, ZCRB3B, ZCCHC21B	
HGNC:9902	RBM5	RNA binding motif protein 5	LUCA15, LUCA-15, H37	
HGNC:48871	RBM5-AS1	RBM5 antisense RNA 1	LUST	LUCA-15-specific transcript
HGNC:9903	RBM6	RNA binding motif protein 6	DEF-3, 3G2, NY-LU-12, g16, DEF3	
HGNC:9904	RBM7	RNA binding motif protein 7		
HGNC:54704	RBM7P1	RBM7 pseudogene 1		
HGNC:9905	RBM8A	RNA binding motif protein 8A	ZNRP, BOV-1A, BOV-1B, BOV-1C, RBM8B, Y14	binder of OVCA1
HGNC:13426	RBM8B	RNA binding motif protein 8B pseudogene		
HGNC:9896	RBM10	RNA binding motif protein 10	DXS8237E, KIAA0122, GPATC9, ZRANB5, GPATCH9, S1-1	
HGNC:9897	RBM11	RNA binding motif protein 11		
HGNC:43743	RBM11P1	RNA binding motif protein 11 pseudogene 1		
HGNC:9898	RBM12	RNA binding motif protein 12	HRIHFB2091, KIAA0765, SWAN	
HGNC:32310	RBM12B	RNA binding motif protein 12B		
HGNC:28818	RBM12B-AS1	RBM12B antisense RNA 1	PRO1905	
HGNC:55529	RBM12B-DT	RBM12B divergent transcript		
HGNC:14219	RBM14	RNA binding motif protein 14	SIP, SYTIP1, COAA, DKFZp779J0927	coactivator activator, SYT interacting protein
HGNC:38840	RBM14-RBM4	RBM14-RBM4 readthrough		
HGNC:14959	RBM15	RNA binding motif protein 15	OTT, OTT1	one twenty-two
HGNC:53636	RBM15-AS1	RBM15 antisense RNA 1	AS-RBM15	
HGNC:24303	RBM15B	RNA binding motif protein 15B	HUMAGCGB, OTT3	
HGNC:16944	RBM17	RNA binding motif protein 17	SPF45, MGC14439	splicing factor 45kDa
HGNC:50366	RBM17P1	RNA binding motif protein 17 pseudogene 1		
HGNC:50367	RBM17P2	RNA binding motif protein 17 pseudogene 2		
HGNC:50368	RBM17P3	RNA binding motif protein 17 pseudogene 3		
HGNC:50369	RBM17P4	RNA binding motif protein 17 pseudogene 4		
HGNC:28413	RBM18	RNA binding motif protein 18	MGC2734	
HGNC:29098	RBM19	RNA binding motif protein 19	DKFZp586F1023, KIAA0682, Mrd1	
HGNC:27424	RBM20	RNA binding motif protein 20		
HGNC:25503	RBM22	RNA binding motif protein 22	FLJ10290, ZC3H16, fSAP47, Cwc2	functional spliceosome-associated protein 47
HGNC:31466	RBM22P1	RNA binding motif protein 22 pseudogene 1		
HGNC:39695	RBM22P2	RNA binding motif protein 22 pseudogene 2		
HGNC:39696	RBM22P3	RNA binding motif protein 22 pseudogene 3		
HGNC:39697	RBM22P4	RNA binding motif protein 22 pseudogene 4		
HGNC:39698	RBM22P5	RNA binding motif protein 22 pseudogene 5		
HGNC:39699	RBM22P6	RNA binding motif protein 22 pseudogene 6		
HGNC:39700	RBM22P7	RNA binding motif protein 22 pseudogene 7		
HGNC:39704	RBM22P11	RNA binding motif protein 22 pseudogene 11		
HGNC:49207	RBM22P12	RNA binding motif protein 22 pseudogene 12		
HGNC:49208	RBM22P13	RNA binding motif protein 22 pseudogene 13		
HGNC:20155	RBM23	RNA binding motif protein 23	FLJ10482, CAPERbeta	coactivator of activating protein-1 and estrogen receptors beta
HGNC:21539	RBM24	RNA binding motif protein 24	FLJ30829, dJ259A10.1	
HGNC:23244	RBM25	RNA binding motif protein 25	S164, fSAP94, NET52, Snu71	functional spliceosome-associated protein 94
HGNC:55437	RBM25-AS1	RBM25 antisense RNA 1		
HGNC:20327	RBM26	RNA binding motif protein 26	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132	acidic rich RS domain containing 2, protein phosphatase 1, regulatory 132
HGNC:39805	RBM26-AS1	RBM26 antisense RNA 1		
HGNC:29243	RBM27	RNA binding motif protein 27	KIAA1311, ARRS1, Psc1, ZC3H20	acidic rich RS domain containing 1
HGNC:21863	RBM28	RNA binding motif protein 28	FLJ10377	
HGNC:27223	RBM33	RNA binding motif protein 33	DKFZp686F102, MGC20460, DKFZp434D1319	
HGNC:56024	RBM33-DT	RBM33 divergent transcript		
HGNC:28965	RBM34	RNA binding motif protein 34	KIAA0117	
HGNC:15818	RBM38	RNA binding motif protein 38	HSRNASEB, SEB4D, seb4B, dJ800J21.2	
HGNC:40725	RBM38-AS1	RBM38 antisense RNA 1		
HGNC:15923	RBM39	RNA binding motif protein 39	CC1.3, HCC1, CAPER, fSAP59, CAPERalpha	coactivator of activating protein-1 and estrogen receptors, functional spliceosome-associated protein 59
HGNC:54942	RBM39P1	RBM39 pseudogene 1		
HGNC:25617	RBM41	RNA binding motif protein 41	FLJ11016	
HGNC:28117	RBM42	RNA binding motif protein 42	MGC10433	
HGNC:24790	RBM43	RNA binding motif protein 43	FLJ45645	
HGNC:46024	RBM43P1	RNA binding motif protein 43 pseudogene 1		
HGNC:24756	RBM44	RNA binding motif protein 44	FLJ40411	
HGNC:24468	RBM45	RNA binding motif protein 45	DRB1, FLJ44612	developmentally regulated RNA binding protein 1
HGNC:28401	RBM46	RNA binding motif protein 46	MGC27016, CT68	cancer/testis antigen 68
HGNC:30358	RBM47	RNA binding motif protein 47	FLJ20273, NET18	
HGNC:21785	RBM48	RNA binding motif protein 48	DKFZp564O0523, HSPC304	
HGNC:44054	RBM48P1	RNA binding motif protein 48 pseudogene 1		
HGNC:9907	RBMS1	RNA binding motif single stranded interacting protein 1	SCR2, MSSP-1, MSSP-2, MSSP-3, YC1, HCC-4, DKFZp564H0764	suppressor of cdc 2 (cdc13) with RNA binding motif 2, c-myc gene single strand binding protein 2
HGNC:9908	RBMS1P1	RNA binding motif single stranded interacting protein 1 pseudogene 1	MSSP1	
HGNC:9909	RBMS2	RNA binding motif single stranded interacting protein 2	SCR3	
HGNC:30994	RBMS2P1	RNA binding motif single stranded interacting protein 2 pseudogene 1		
HGNC:13427	RBMS3	RNA binding motif single stranded interacting protein 3		RNA-binding protein
HGNC:39987	RBMS3-AS1	RBMS3 antisense RNA 1		
HGNC:39988	RBMS3-AS2	RBMS3 antisense RNA 2		
HGNC:39989	RBMS3-AS3	RBMS3 antisense RNA 3		
HGNC:9910	RBMX	RNA binding motif protein X-linked	RNMX, hnRNP-G, HNRNPG	heterogeneous nuclear ribonucleoprotein G
HGNC:24282	RBMX2	RNA binding motif protein X-linked 2	CGI-79, Snu17	
HGNC:39923	RBMX2P1	RBMX2 pseudogene 1		
HGNC:39924	RBMX2P2	RBMX2 pseudogene 2		
HGNC:39925	RBMX2P3	RBMX2 pseudogene 3		
HGNC:39926	RBMX2P4	RBMX2 pseudogene 4		
HGNC:39927	RBMX2P5	RBMX2 pseudogene 5		
HGNC:25073	RBMXL1	RBMX like 1	KAT3	kynurenine aminotransferase III
HGNC:17886	RBMXL2	RBMX like 2	HNRNPG-T, HNRPGT	heterogeneous nuclear ribonucleoprotein G T
HGNC:26859	RBMXL3	RBMX like 3	FLJ40249	
HGNC:9911	RBMXP1	RBMX pseudogene 1	HNRNP-G	
HGNC:23284	RBMXP2	RBMX pseudogene 2		
HGNC:33949	RBMXP3	RBMX pseudogene 3		
HGNC:34028	RBMXP4	RBMX pseudogene 4		
HGNC:54979	RBMXP5	RBMX pseudogene 5		
HGNC:9912	RBMY1A1	RNA binding motif protein Y-linked family 1 member A1	YRRM1, YRRM2	
HGNC:18849	RBMY1A3P	RNA binding motif protein Y-linked family 1 member A3, pseudogene		
HGNC:23914	RBMY1B	RNA binding motif protein Y-linked family 1 member B		
HGNC:9914	RBMY1C	RNA binding motif protein Y-linked family 1 member C		
HGNC:23915	RBMY1D	RNA binding motif protein Y-linked family 1 member D		
HGNC:23916	RBMY1E	RNA binding motif protein Y-linked family 1 member E		
HGNC:23974	RBMY1F	RNA binding motif protein Y-linked family 1 member F	MGC33094	
HGNC:9915	RBMY1GP	RNA binding motif protein Y-linked family 1 member G, pseudogene		
HGNC:9916	RBMY1HP	RNA binding motif protein Y-linked family 1 member H, pseudogene		
HGNC:23917	RBMY1J	RNA binding motif protein Y-linked family 1 member J		
HGNC:38750	RBMY1KP	RNA binding motif protein Y-linked family 1 member K, pseudogene	RBMY1K	
HGNC:9917	RBMY2AP	RNA binding motif protein Y-linked family 2 member A, pseudogene		
HGNC:9918	RBMY2BP	RNA binding motif protein Y-linked family 2 member B, pseudogene		
HGNC:23260	RBMY2CP	RNA binding motif protein Y-linked family 2 member C, pseudogene		
HGNC:23259	RBMY2DP	RNA binding motif protein Y-linked family 2 member D, pseudogene		
HGNC:23890	RBMY2EP	RNA binding motif protein Y-linked family 2 member E, pseudogene		
HGNC:23891	RBMY2FP	RNA binding motif protein Y-linked family 2 member F, pseudogene	MGC26641	
HGNC:23892	RBMY2GP	RNA binding motif protein Y-linked family 2 member G, pseudogene		
HGNC:23893	RBMY2HP	RNA binding motif protein Y-linked family 2 member H, pseudogene		
HGNC:23918	RBMY2JP	RNA binding motif protein Y-linked family 2 member J, pseudogene		
HGNC:23888	RBMY2KP	RNA binding motif protein Y-linked family 2 member K, pseudogene		
HGNC:23889	RBMY2MP	RNA binding motif protein Y-linked family 2 member M, pseudogene		
HGNC:23919	RBMY2NP	RNA binding motif protein Y-linked family 2 member N, pseudogene		
HGNC:23894	RBMY2OP	RNA binding motif protein Y-linked family 2 member O, pseudogene		
HGNC:23895	RBMY2QP	RNA binding motif protein Y-linked family 2 member Q, pseudogene		
HGNC:23896	RBMY2SP	RNA binding motif protein Y-linked family 2 member S, pseudogene		
HGNC:23897	RBMY2TP	RNA binding motif protein Y-linked family 2 member T, pseudogene		
HGNC:23898	RBMY2UP	RNA binding motif protein Y-linked family 2 member U, pseudogene		
HGNC:23899	RBMY2VP	RNA binding motif protein Y-linked family 2 member V, pseudogene		
HGNC:23900	RBMY2WP	RNA binding motif protein Y-linked family 2 member W, pseudogene		
HGNC:23901	RBMY2XP	RNA binding motif protein Y-linked family 2 member X, pseudogene		
HGNC:23902	RBMY2YP	RNA binding motif protein Y-linked family 2 member Y, pseudogene		
HGNC:23286	RBMY3AP	RNA binding motif protein Y-linked family 3 member A, pseudogene	SPATA14, RBMY4P, RBMY3P	
HGNC:9919	RBP1	retinol binding protein 1	CRABP-I, CRBP1, CRBP, RBPC, CRBPI	cellular retinol binding protein 1
HGNC:9920	RBP2	retinol binding protein 2	CRBP2, RBPC2, CRBPII, CRABP-II	
HGNC:9921	RBP3	retinol binding protein 3	D10S64, D10S65, D10S66, RP66	interstitial retinol-binding protein 3
HGNC:9922	RBP4	retinol binding protein 4		
HGNC:15847	RBP5	retinol binding protein 5	CRBPIII	
HGNC:30316	RBP7	retinol binding protein 7	CRBPIV	cellular retinol binding protein 7
HGNC:5724	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	SUH, IGKJRB, RBPJK, KBF2, RBP-J, CBF1	suppressor of hairless homolog (Drosophila)
HGNC:13761	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	RBP-L, SUH, SUHL	
HGNC:5725	RBPJP1	RBPJ pseudogene 1		
HGNC:5726	RBPJP2	RBPJ pseudogene 2		
HGNC:13686	RBPJP3	RBPJ pseudogene 3	K2	
HGNC:13687	RBPJP4	RBPJ pseudogene 4	K7	
HGNC:37485	RBPJP5	RBPJ pseudogene 5		
HGNC:37486	RBPJP6	RBPJ pseudogene 6		
HGNC:37487	RBPJP7	RBPJ pseudogene 7		
